Mental Status,Study Hours per Week,Attendance Rate,Gender,Previous Physics average,Previous Chemistry average,Previous Mathematics  average,Extracurricular Activities,Family Support,failures,famrel,freetime,goout,Dalc,Walc,absences,guardian,schoolsup,paidClass,Parent Education Level
Severe,5.7,74.5,Female,59.05,69.61,102.4,No,None,2,3.9,2,3,2,-1,0,mother,yes,no,Master
Moderate,10.5,76.3,Male,65.49,50.33,61.2,Yes,Minimal Support,0,4.38,3,3,0,3,8,mother,no,no,Master
Normal,15.5,74.9,Male,50.23,57.61,96.1,No,Minimal Support,1,4.75,4,6,1,4,5,mother,yes,no,NVQ qualified
Mild,8.7,73.2,Female,55.19,63.13,71.2,No,None,1,4.04,2,5,1,2,11,father,yes,yes,None
Severe,8.8,77.5,Female,60.49,63.76,52,nan,Minimal Support,0,5.73,2,5,0,0,5,mother,yes,no,High school
Moderate,8,100.1,Female,59.16,53.76,89.9,Yes,Minimal Support,1,5.59,3,3,2,2,7,mother,yes,no,Master
Normal,7.3,34.8,Female,62.61,78.46,,nan,None,2,3.81,2,2,2,3,4,mother,yes,yes,High school
Severe,11.5,113.4,Male,71.44,72.18,41.6,Yes,Moderate Support,0,5.09,4,3,2,3,7,father,no,yes,Diploma level
Severe,2.5,68,Female,45.38,61.49,69.4,No,None,0,2.91,4,3,1,4,3,mother,yes,no,Degree
Moderate,16.4,73.4,Male,43.24,59.13,58,Yes,Minimal Support,0,2.31,2,2,2,3,4,father,yes,no,High school
Moderate,6.7,101.6,Male,58.44,37.4,92.2,Yes,Minimal Support,0,2.77,4,3,1,1,15,father,yes,no,High school
Moderate,13.6,87.1,Female,50.11,64.23,71.1,No,Minimal Support,-1,2.96,2,2,1,1,7,mother,yes,no,Master
Severe,3.7,85.7,Male,52.93,46.62,57,No,Minimal Support,-1,3.75,4,2,1,3,1,father,yes,no,Diploma level
Mild,13.3,99.9,Female,55.35,68.6,78,Yes,Minimal Support,1,4,4,4,1,2,1,other,yes,no,Diploma level
Mild,13.4,,Female,32.33,41.23,65,nan,Strong Support,0,3.61,4,3,1,6,18,mother,yes,no,NVQ qualified
Mild,11.9,93.4,Female,76.94,66.72,69.9,No,Minimal Support,0,3.81,4,3,2,2,0,mother,yes,no,Master
Mild,,49.8,Female,46.68,58.5,29.2,No,Strong Support,1,3.59,5,3,1,2,4,mother,yes,yes,High school
Mild,11.2,,Male,55.78,76.7,47.7,Yes,Strong Support,1,3.43,3,4,1,2,7,mother,yes,no,Degree
Normal,4.1,86.2,Male,67.77,60.15,68.5,No,Minimal Support,0,3.32,3,1,1,3,3,mother,yes,no,Master
Normal,8.7,97.9,Female,66.74,51.93,45.8,Yes,Minimal Support,0,5.37,4,5,1,1,0,father,no,yes,NVQ qualified
Normal,15.1,89.2,Female,67.42,64.59,56.1,Yes,Minimal Support,0,5.19,5,5,2,2,1,mother,yes,no,NVQ qualified
Moderate,14,79.1,Female,67.81,60.23,78.9,No,Minimal Support,0,5.92,3,3,2,6,2,mother,yes,no,Master
Mild,10.1,68.6,Male,52.3,72.55,72.7,No,None,1,5.75,3,2,3,2,5,mother,yes,no,None
Moderate,5.1,,Female,68.09,57.3,82.5,Yes,Strong Support,1,3.14,2,3,1,4,5,mother,yes,no,Degree
Severe,13.2,68.6,Female,71.45,60.48,65.2,Yes,Minimal Support,1,5.12,4,3,1,0,15,mother,yes,yes,High school
Mild,10.1,49,Female,59.83,65.65,54.8,No,None,1,4.82,4,4,1,3,3,father,yes,yes,NVQ qualified
Normal,-1.6,109.9,Female,53.51,50.29,86.2,No,Minimal Support,1,3.84,2,3,2,3,11,mother,yes,yes,NVQ qualified
Severe,13.9,95,Female,64.47,68.11,65.7,Yes,Minimal Support,1,3.41,4,3,2,4,0,other,yes,no,Degree
Mild,9.9,80.1,Female,77.91,79.86,49,No,Minimal Support,1,5.18,4,2,3,2,4,father,yes,no,None
Normal,16,91.3,Female,56.69,34.82,89.5,No,Minimal Support,0,4.04,3,2,3,1,4,father,yes,no,Degree
Moderate,4.5,90.1,Female,46.65,33.03,,Yes,Minimal Support,1,4.14,2,3,3,4,4,mother,no,yes,High school
Severe,-5.9,55.1,Male,62.19,69.63,79.7,No,None,-1,3.47,2,2,0,3,1,mother,yes,no,Master
Severe,11.4,87.7,Female,99.48,77.07,69.4,No,Minimal Support,-1,2.51,3,3,1,2,9,mother,no,no,Degree
Moderate,11.5,100.4,Female,61.29,59.47,79.7,No,Minimal Support,0,6.26,5,4,2,3,2,mother,yes,no,Master
Severe,1.5,61.4,Female,59.81,55.43,74.7,No,None,0,4.4,3,5,3,5,4,other,yes,no,Master
Normal,5.1,44.3,Female,60.71,61.08,60.5,Yes,None,1,5.68,2,6,2,3,7,mother,yes,no,High school
Mild,23.8,51.8,Female,72.2,69.84,59.6,Yes,Minimal Support,-1,4.5,3,3,1,2,3,mother,yes,yes,Diploma level
Severe,8.5,73.1,Male,64.71,66.99,75.7,No,None,1,1.39,4,3,1,5,4,father,yes,yes,Master
Severe,13.7,50.6,Male,75.72,51.01,66.7,Yes,None,0,2.99,7,3,0,3,23,mother,yes,no,Diploma level
Normal,6.7,71.6,Female,61.67,71.52,64.9,Yes,None,0,5.02,3,4,2,1,3,mother,yes,no,Diploma level
Moderate,-0.5,61.9,Female,69.99,69.69,58.5,No,None,0,3.5,4,2,3,2,0,father,yes,no,Degree
Severe,9.1,75,Male,62.89,61.76,61,Yes,Minimal Support,0,3.24,1,3,1,3,10,mother,yes,yes,Degree
Normal,8.7,64.8,Female,53.18,35.07,42.4,No,None,0,4.06,5,2,1,3,10,mother,yes,no,NVQ qualified
Mild,8,74.3,Male,53.77,44.16,72.6,Yes,None,1,2.99,3,3,1,1,10,mother,no,yes,None
Mild,9.4,87.1,Male,32.97,38.23,55.4,Yes,Minimal Support,0,2.09,2,5,0,2,10,mother,yes,no,Master
Severe,11.3,55.8,Female,65.84,51.26,66.6,No,None,1,2.62,4,2,0,1,12,father,yes,no,None
Mild,9.2,80.6,Female,46.2,45.06,64,Yes,Minimal Support,0,4.98,6,4,1,4,15,mother,yes,no,Diploma level
Mild,3.7,58,Female,65.27,53.52,68,Yes,None,-1,3.45,3,4,2,3,3,other,yes,no,Master
Normal,12.4,74.9,Female,50.55,71.51,,No,Minimal Support,1,3.32,4,3,3,3,15,father,no,no,Degree
Normal,0.3,73.4,Female,70.39,65.74,71.8,No,None,1,4.43,4,5,1,3,12,mother,yes,no,None
Moderate,-0.3,82.1,Male,73.42,60.23,51.8,No,None,0,4.15,2,1,1,2,4,mother,yes,yes,High school
Mild,13.7,78.7,Female,33.21,52.06,63.9,Yes,Minimal Support,1,3.5,4,5,2,2,4,mother,yes,no,Diploma level
Moderate,12.5,99.8,Female,37.15,49.2,65.4,No,Minimal Support,0,3.58,4,3,1,1,8,mother,yes,no,NVQ qualified
Mild,9.7,74.5,Male,51.46,51.16,52.1,No,Minimal Support,0,4.04,3,5,1,2,1,father,yes,yes,None
Severe,3,62.4,Male,58.98,64.76,50.3,Yes,None,0,5.31,2,3,1,0,5,mother,yes,no,Master
Normal,6.5,93.6,Male,67.41,59.26,56.5,Yes,Minimal Support,0,4.6,3,3,1,2,2,father,yes,no,Diploma level
Severe,,81.6,Female,53.14,54.93,67.6,No,Strong Support,0,3.88,4,3,0,2,11,mother,yes,no,Master
Moderate,2,150,Female,75.4,85.37,48.7,No,Moderate Support,1,4.53,3,4,2,4,4,mother,yes,no,Degree
Severe,6.3,72.6,Female,45.57,54.84,79.1,No,None,1,3.95,4,5,1,2,9,father,yes,yes,Diploma level
Mild,13.3,48.8,Female,75.67,75.48,55.8,No,None,0,2.28,2,2,2,1,4,mother,yes,no,Degree
Normal,,119.9,Male,62.87,68.46,64.9,No,Strong Support,0,4.19,1,3,0,0,12,father,yes,yes,High school
Severe,7.9,62.9,Male,47.13,33.78,75.1,Yes,None,-1,4.98,3,3,1,3,11,mother,yes,no,NVQ qualified
Mild,13.8,51.8,Male,78.58,64.71,42.9,No,None,2,4.26,4,4,2,1,5,father,yes,no,NVQ qualified
Severe,0.4,89.3,Female,52.55,52.47,85.5,No,Minimal Support,1,3.81,2,3,2,4,4,mother,yes,no,None
Normal,13.3,56.1,Male,63.94,65.64,,Yes,None,1,4.29,4,3,1,2,14,mother,no,no,NVQ qualified
Mild,6,67.2,Female,36.61,40.35,84.9,Yes,None,0,4.52,4,4,1,6,2,mother,yes,yes,None
Moderate,11.5,77.5,Female,35.61,30.56,72.8,Yes,Minimal Support,0,4.71,4,2,1,2,15,father,yes,no,Diploma level
Moderate,8.8,72.1,Female,80.01,71.97,37.9,Yes,None,0,2.4,1,3,1,2,6,mother,yes,yes,Degree
Moderate,16.6,67.7,Female,50.7,47.42,62.7,Yes,Minimal Support,0,3.09,3,3,1,2,11,mother,yes,no,NVQ qualified
Severe,,106.8,Female,56.32,52.85,53.3,Yes,Strong Support,0,3.34,4,3,0,1,10,other,yes,no,Diploma level
Severe,13.1,72.8,Male,69.23,44.38,89.6,No,Minimal Support,0,1.46,3,4,3,4,1,mother,yes,no,Master
Severe,8.6,57,Female,63.69,67.39,68.1,No,None,0,3.17,3,3,3,3,11,mother,yes,no,NVQ qualified
Moderate,9.2,94.5,Male,82.8,79.99,35.9,Yes,Minimal Support,0,4.79,3,4,1,1,3,mother,yes,no,Master
Severe,9.1,60.5,Female,62.87,80.55,83.9,No,None,1,5.11,4,3,3,3,4,mother,yes,no,High school
Moderate,5.8,72.8,Male,55.74,50.58,73.2,Yes,None,1,3.82,3,2,2,2,9,mother,yes,no,Degree
Mild,9.9,56.9,Female,63.65,73.87,71.2,Yes,None,1,2.8,3,4,1,2,4,mother,yes,no,Diploma level
Severe,9.7,79.2,Female,54.92,64.35,65.3,Yes,Minimal Support,0,3.65,4,1,1,3,12,father,yes,yes,None
Moderate,,75.8,Male,75.45,51.05,43.7,Yes,Strong Support,1,4.14,4,3,0,1,0,father,yes,no,Diploma level
Normal,10.4,74.4,Male,79.33,53.35,88.7,Yes,Minimal Support,0,3.44,2,2,0,1,4,mother,no,no,Diploma level
Severe,14,78,Male,54.7,59.5,61.4,Yes,Minimal Support,0,2.92,2,1,3,4,2,mother,yes,no,Master
Normal,14.6,91.4,Female,35.85,38.11,86.6,No,Minimal Support,1,2.46,3,2,2,1,4,mother,yes,no,Master
Severe,4.7,89.1,Male,52.34,68.1,65.2,No,Minimal Support,0,2.69,4,2,1,2,5,mother,yes,no,Degree
Normal,14.3,54.2,Male,61.46,74.74,,No,None,0,5.77,3,2,1,2,10,mother,yes,yes,Master
Mild,4.1,61.5,Male,69.88,51.18,39.1,No,None,1,3.52,3,4,3,2,10,mother,yes,yes,None
Normal,12.9,93.5,Male,55.71,43.8,54.4,No,Minimal Support,1,3.53,4,2,1,4,0,mother,yes,no,Master
Normal,13.1,59.3,Male,73.27,65.13,84.8,No,None,1,4.43,4,3,3,2,8,mother,yes,no,NVQ qualified
Mild,0.4,84.8,Female,76.62,62.17,75.8,No,None,0,3.25,2,3,2,0,3,father,yes,no,None
Normal,10.5,91.8,Female,79.21,67.36,72.9,No,Minimal Support,1,2.78,3,0,0,2,4,mother,yes,no,Diploma level
Moderate,7.7,42.2,Male,62.58,66.98,73.9,Yes,None,1,3.49,2,4,2,-1,0,mother,yes,no,NVQ qualified
Moderate,6.2,,Male,70.9,63.77,65,nan,Strong Support,0,4.34,2,4,2,2,5,mother,yes,no,None
Severe,16.8,91.3,Male,68.77,58.36,58,No,Minimal Support,0,4.83,4,4,3,4,3,other,yes,no,Diploma level
Severe,6.7,72.1,Female,53.8,69.15,53,Yes,None,0,4.57,2,3,2,1,0,father,yes,no,Degree
Moderate,6,66.9,Female,48.42,54.63,58.1,nan,None,0,3.67,5,5,1,2,4,mother,yes,no,NVQ qualified
Mild,10.4,150,Female,64.2,62.47,67.1,Yes,Moderate Support,0,5.13,4,3,3,3,4,mother,yes,no,Master
Mild,13.4,97.1,Female,60.23,78.28,53.4,Yes,Minimal Support,1,3.49,3,3,2,2,4,father,yes,no,Degree
Moderate,9.3,61.4,Male,54.95,57.15,65.3,Yes,None,0,3.89,3,2,0,3,12,father,yes,no,Diploma level
Moderate,15.8,110.3,Male,62.46,56.26,66.2,No,Moderate Support,-1,4.95,3,4,0,3,7,mother,yes,no,Degree
Mild,12.7,39.3,Female,53.36,51.15,62.3,Yes,None,0,5.28,5,3,1,3,11,father,no,no,High school
Normal,-0.9,44.9,Male,47.7,51.31,40.3,No,None,0,4.78,3,3,4,2,2,mother,yes,no,NVQ qualified
Mild,7.4,65.9,Female,60.17,60.01,49.2,nan,None,-1,3.3,2,3,2,1,8,mother,yes,no,Diploma level
Severe,7.2,68.3,Male,75.2,53.91,,Yes,None,1,0.93,4,3,1,3,7,mother,yes,no,Degree
Severe,12.4,69.2,Female,61.81,61.03,33,No,Minimal Support,0,3.36,3,4,2,2,7,mother,yes,no,Master
Normal,-3.1,64.3,Male,76.63,45.57,80.4,No,None,0,4.68,3,2,1,2,4,mother,yes,no,NVQ qualified
Moderate,22.7,60.5,Female,71.72,82.49,84.5,No,Minimal Support,2,3.35,3,5,4,5,2,father,no,yes,High school
Normal,12.7,70.6,Male,76.99,66.91,77.8,No,Minimal Support,0,5.28,3,3,1,3,7,other,yes,no,Diploma level
Mild,10.7,63.2,Female,35.87,59.68,69.2,Yes,None,0,5.05,3,3,1,3,6,mother,yes,yes,High school
Mild,15.9,88.6,Female,84.28,55.83,46.5,Yes,Minimal Support,-1,4.1,4,4,0,3,3,mother,yes,no,High school
Moderate,21.7,75.6,Female,70.19,75.41,69.6,No,Minimal Support,1,3.56,3,2,-1,3,1,mother,yes,no,High school
Moderate,,70.6,Male,67.16,66.31,86.1,No,Strong Support,1,5.79,3,2,3,3,8,mother,yes,no,Diploma level
Mild,14.7,73.6,Female,54.63,67.01,48,No,Minimal Support,0,4.69,3,3,2,3,4,other,yes,no,NVQ qualified
Normal,10.7,97.3,Female,62.67,61.13,103.3,No,Minimal Support,1,4.66,4,3,1,1,2,mother,yes,no,None
Severe,9.3,65.3,Male,55.32,38.9,77.3,Yes,None,0,3.75,2,2,1,4,3,father,yes,no,Diploma level
Normal,7.6,49.5,Male,71.5,74.93,49.1,No,None,0,3.95,3,3,2,3,6,mother,no,no,High school
Normal,5.9,55.5,Female,51.79,54.37,49.9,No,None,1,3.19,3,5,2,1,4,father,yes,no,Diploma level
Severe,6.6,70.3,Female,31.75,35.92,57.4,No,None,1,5.5,4,6,0,3,13,mother,yes,yes,Master
Severe,3.2,84.6,Female,73.14,65.1,64.2,No,Minimal Support,1,4.87,4,3,2,3,14,mother,yes,no,Degree
Normal,9.6,92.6,Male,95.67,71,59.4,Yes,Minimal Support,1,3.54,5,1,0,4,4,mother,no,yes,Master
Severe,1.6,108,Male,66,57.47,23,Yes,Minimal Support,2,4.2,3,3,1,1,6,mother,no,yes,NVQ qualified
Mild,11,89.8,Female,49.94,53.96,45.5,No,Minimal Support,1,4.07,3,3,1,4,11,father,yes,no,NVQ qualified
Moderate,9.8,57.3,Male,76.26,67.33,64.9,Yes,None,0,5.62,2,3,2,3,8,mother,yes,no,Diploma level
Normal,10.7,70.9,Female,77.17,44.07,67.8,nan,None,-1,4.24,4,2,2,0,3,mother,yes,no,Degree
Moderate,7.4,31.7,Female,68.35,68.05,78.5,nan,None,0,4.39,4,3,1,2,0,mother,yes,yes,Diploma level
Moderate,25.4,68.8,Male,69.52,60.23,55,No,Minimal Support,0,3.3,3,4,2,4,2,mother,yes,no,NVQ qualified
Severe,16.8,62.9,Female,37.65,56.39,67.2,Yes,Minimal Support,1,4.94,1,2,1,1,7,mother,yes,no,None
Normal,3.8,28.7,Male,59.65,58.61,65.1,Yes,None,0,3.63,4,4,2,2,20,mother,no,yes,Degree
Moderate,11.2,117.2,Male,55.18,53.36,52.4,Yes,Moderate Support,0,3.23,4,1,3,2,7,mother,yes,no,NVQ qualified
Mild,7,67.4,Female,51.08,49.27,74.3,No,None,0,5.98,2,4,2,3,2,mother,yes,no,Diploma level
Normal,4.9,32.9,Female,40.84,31.88,72.2,No,None,1,3.44,2,4,1,3,7,mother,yes,no,None
Normal,3.3,69.5,Female,79,83.17,99.8,nan,None,1,4.36,2,2,0,1,1,mother,yes,no,Degree
Moderate,12.2,108,Male,51.97,48.15,81,No,Moderate Support,1,4.32,4,3,2,2,9,mother,yes,no,NVQ qualified
Mild,6.6,113.1,Female,42.6,53.52,41.8,No,Minimal Support,2,3.39,3,3,2,3,11,mother,yes,yes,Diploma level
Severe,14.8,76.2,Male,60.79,77.2,,No,Minimal Support,1,3.51,3,3,1,3,14,father,no,yes,Degree
Moderate,15,76.9,Female,62.79,69.42,43.5,Yes,Minimal Support,0,4.42,3,3,2,2,3,mother,yes,no,None
Mild,16.9,99.5,Male,48.04,58.33,,No,Minimal Support,1,3.74,2,3,1,2,8,mother,yes,no,Diploma level
Severe,5.7,72,Male,50.61,48.21,60.6,No,None,1,4.83,3,3,1,2,11,mother,yes,no,Degree
Moderate,12.4,84.2,Male,46.57,56.72,69.8,No,Minimal Support,0,2.57,3,2,1,1,8,mother,yes,yes,Degree
Normal,13.2,91.8,Male,55.34,64.27,84.7,Yes,Minimal Support,0,4.52,4,4,3,0,2,father,yes,yes,Diploma level
Normal,7.6,53.5,Female,54.12,68.61,72.1,No,None,1,3.14,5,3,2,3,0,mother,yes,no,Master
Severe,6.1,105.7,Male,39.74,38.22,77.2,Yes,Minimal Support,0,4.92,4,4,3,2,7,mother,no,yes,Master
Normal,,57.4,Male,61.21,71.51,55.3,Yes,Strong Support,0,3.04,2,2,3,3,6,mother,yes,yes,Degree
Mild,11.1,62.3,Male,65.61,63.7,51,Yes,None,1,4.13,3,2,1,1,11,mother,yes,no,Diploma level
Normal,13.2,77,Female,51.31,69.37,65.4,Yes,Minimal Support,0,4.9,4,4,1,3,11,mother,yes,no,High school
Severe,5.9,93.8,Male,50.8,64.38,74.9,No,Minimal Support,-1,3.34,4,2,1,1,2,mother,yes,no,Degree
Severe,3.9,88.5,Female,36.81,32.94,63.5,No,Minimal Support,1,4.56,3,4,2,2,8,mother,yes,no,None
Normal,7.2,150,Male,56.53,49.58,89.6,Yes,Moderate Support,0,1.54,3,2,2,3,13,mother,yes,yes,High school
Normal,9.4,80.7,Male,71.56,67.55,73.5,Yes,Minimal Support,0,3.07,3,3,1,3,5,father,yes,no,Master
Normal,4.7,96.5,Female,65.79,72.35,60.4,Yes,Minimal Support,-1,2.4,3,3,1,2,1,mother,yes,no,NVQ qualified
Normal,10,75.2,Female,51.56,54.44,62.7,nan,Minimal Support,1,3.38,3,5,3,1,15,mother,yes,no,Degree
Normal,1.6,58.8,Female,43.56,57.69,56.7,No,None,-1,3.6,5,3,3,1,2,other,yes,yes,Degree
Severe,4.4,,Male,49.45,64.56,72.1,Yes,Strong Support,0,4.15,3,3,3,1,8,mother,yes,no,None
Mild,13.4,93.2,Female,40.54,58.33,59.1,No,Minimal Support,0,3.26,2,3,3,1,10,mother,yes,no,High school
Mild,13,58.8,Male,40.96,65.46,68,No,None,0,3.17,4,1,1,3,5,father,yes,no,Diploma level
Mild,8,43.6,Male,61.65,67.91,88,Yes,None,1,4.16,3,5,1,3,1,mother,yes,no,Degree
Severe,4.9,68.9,Male,64.42,76.55,71.8,No,None,0,3.56,3,4,2,4,3,mother,yes,no,Degree
Mild,4.9,73.5,Male,43.41,56.71,64.2,No,None,1,3.95,2,1,0,2,2,mother,yes,no,Master
Moderate,8.1,,Male,37.3,36.27,61.7,No,Strong Support,0,3.27,4,3,3,4,3,mother,yes,no,None
Normal,13.2,45.8,Male,59.21,53.07,84.8,Yes,None,1,4.23,3,4,1,3,2,mother,yes,no,None
Normal,14.6,,Female,59.83,52.14,70.9,No,Strong Support,0,5.83,3,3,0,3,4,mother,yes,no,Master
Normal,7.5,98,Male,51.77,66.07,76.4,No,Minimal Support,-1,2.85,3,5,2,4,0,mother,yes,no,NVQ qualified
Normal,4.2,58.7,Male,62,72.09,56.3,Yes,None,0,4.62,2,5,4,1,4,mother,no,no,Degree
Mild,11.3,76.6,Female,62.71,59.35,45.1,Yes,Minimal Support,0,3.22,4,2,1,-1,8,father,yes,no,Degree
Severe,5.9,32,Male,67.83,89.87,,Yes,None,-1,3.33,4,4,2,4,3,mother,yes,no,Diploma level
Severe,7.4,92.5,Male,68.83,64.92,81,No,Minimal Support,0,3.81,3,2,2,4,2,father,yes,yes,High school
Severe,16.6,90.9,Male,66.53,51.11,49.1,Yes,Minimal Support,0,6.46,3,4,1,3,0,mother,yes,no,Degree
Normal,14.1,74.6,Male,68.51,66.15,77.6,Yes,Minimal Support,1,4.88,4,3,3,3,1,mother,yes,yes,None
Moderate,,48.5,Female,62.4,55.85,85.5,Yes,Strong Support,0,2.26,3,3,2,2,4,father,yes,no,Master
Normal,3.6,88.3,Female,51.08,37.84,59.2,No,Minimal Support,0,4.88,3,3,2,1,1,mother,yes,no,Master
Moderate,11.1,70.1,Male,43.67,33.7,64.3,No,None,0,3.94,4,4,2,4,16,mother,yes,yes,Master
Mild,15.3,,Female,65.32,48.97,93.7,No,Strong Support,0,3,3,5,1,3,3,mother,yes,no,Degree
Normal,8.1,90.6,Female,54.76,54.05,,Yes,Minimal Support,0,4.96,3,3,2,3,4,mother,yes,no,High school
Mild,16.8,98.3,Male,30.66,57.99,54,nan,Minimal Support,-1,1.73,2,2,2,2,4,father,yes,no,NVQ qualified
Normal,16.5,101.8,Male,69.7,69.18,55.4,Yes,Moderate Support,-1,5.16,2,2,3,2,2,father,yes,no,Master
Severe,18.3,49.5,Male,94.68,73.48,61.5,No,None,0,3.25,2,4,3,3,2,mother,no,no,Master
Mild,11.5,36.7,Female,51.22,54.49,68.9,No,None,0,4.6,4,4,0,3,1,mother,yes,no,Master
Mild,12.9,66.8,Female,40.66,66.16,72.9,Yes,None,0,3.13,4,4,2,2,16,father,yes,no,Diploma level
Moderate,17.1,85.4,Male,71.68,84.36,46.2,Yes,Minimal Support,-1,3.59,4,3,3,2,8,mother,yes,no,Diploma level
Mild,12.2,150,Male,60.39,50.47,55.9,No,Moderate Support,0,3.91,3,2,3,2,7,mother,yes,no,High school
Moderate,7.5,43.2,Male,93.27,84.67,37,Yes,None,0,4.91,2,3,1,4,0,mother,yes,no,Diploma level
Severe,7.8,89.5,Male,54.22,56.21,76.4,Yes,Minimal Support,0,5.68,2,2,3,1,10,father,yes,no,Master
Mild,11.2,68.1,Male,76.48,66.33,,Yes,None,1,3.4,3,2,2,2,3,mother,yes,no,Degree
Moderate,3.5,87.5,Male,48.22,57.49,61.7,Yes,Minimal Support,0,3.11,4,3,2,1,2,mother,yes,yes,None
Moderate,9.3,75.3,Female,55.96,67.37,58.6,nan,Minimal Support,1,3,4,4,2,3,18,mother,yes,no,High school
Severe,15.5,71.7,Male,43.8,36.27,62.6,Yes,Minimal Support,1,4.82,4,2,2,3,9,mother,yes,no,None
Normal,-1,73.7,Male,65.49,59.61,71.1,Yes,None,1,2.75,4,3,1,4,19,other,yes,no,None
Severe,17.7,,Female,45.75,31.35,47.1,No,Strong Support,1,2.37,1,4,2,4,9,mother,no,no,Master
Normal,15.6,65.8,Male,38.57,39.71,54,No,Minimal Support,1,2.87,2,2,1,3,4,mother,yes,yes,NVQ qualified
Mild,7.7,53,Female,52.91,51.57,49.7,No,None,0,5.77,2,1,2,3,5,mother,yes,no,NVQ qualified
Moderate,12.7,84.7,Female,49.16,45.82,26.4,No,Minimal Support,1,4.23,3,5,1,0,4,mother,yes,no,Diploma level
Normal,10,100,Female,61.66,46.28,91.7,No,Minimal Support,1,3.6,1,0,1,-1,6,mother,yes,no,High school
Moderate,16.1,65,Female,44.25,54.23,75.2,No,Minimal Support,0,5.05,4,3,1,4,3,mother,yes,no,Master
Moderate,14.9,112.3,Male,44.27,52.86,52.8,No,Moderate Support,1,3.41,2,3,2,3,5,father,yes,yes,Degree
Severe,3,82.5,Female,45.68,51.9,68.6,Yes,None,1,2.89,5,4,2,4,1,mother,yes,yes,NVQ qualified
Mild,12.9,80.2,Female,74.05,67.41,47.5,Yes,Minimal Support,0,3.37,4,2,3,1,12,mother,yes,no,Diploma level
Severe,9,88.1,Female,67.65,77.8,72.5,Yes,Minimal Support,0,3.3,3,3,2,4,16,mother,yes,yes,High school
Moderate,10.4,94.5,Male,79.78,72.86,101,Yes,Minimal Support,0,2.42,5,4,1,2,2,mother,yes,no,NVQ qualified
Moderate,6.4,65.9,Female,65.29,56.73,79.3,No,None,0,4.17,2,3,0,4,12,mother,yes,no,High school
Normal,18.7,86.1,Female,58.98,55.67,35.3,No,Minimal Support,0,5.08,2,5,2,2,1,mother,no,yes,Master
Mild,15.2,95.9,Male,47.83,41.32,42,Yes,Minimal Support,0,4.53,3,4,2,3,15,mother,yes,yes,None
Severe,6.3,67.4,Male,54.8,37.28,42.7,No,None,0,4.35,2,1,2,1,7,father,yes,no,Degree
Severe,3.3,75.1,Female,51.04,56.03,58.7,No,None,1,4.07,2,3,2,0,9,mother,yes,yes,Degree
Moderate,8.1,59.7,Male,64.06,78.69,,Yes,None,0,1.93,4,4,1,2,4,mother,yes,no,None
Mild,12.2,65.1,Male,68.07,70.57,86.2,nan,None,1,4.85,5,1,2,1,3,mother,yes,no,Degree
Severe,11.2,68,Male,59.56,62.42,44.6,No,None,0,3.96,2,2,2,1,3,father,no,yes,None
Severe,16.3,56.9,Male,83.49,74.31,,No,None,0,4.24,4,5,0,1,2,mother,yes,yes,NVQ qualified
Mild,13.9,73.7,Female,38.01,68.6,25.4,No,Minimal Support,-1,4.23,3,3,1,1,6,other,yes,yes,None
Severe,14.8,81.6,Female,34.98,38.44,49.6,No,Minimal Support,-1,3.48,1,3,0,3,7,father,yes,no,High school
Moderate,11.6,83.6,Female,64.38,66.95,44.9,Yes,Minimal Support,-1,4.17,5,3,3,3,3,mother,yes,no,NVQ qualified
Moderate,3.1,58.8,Male,76.43,76.06,32.9,No,None,0,4.48,4,2,2,2,0,mother,yes,no,None
Mild,9,62.9,Female,59.02,57.29,76.4,Yes,None,0,5.7,3,4,2,1,10,mother,yes,no,Degree
Severe,15.3,92,Male,73.54,71.05,55.2,nan,Minimal Support,0,2.19,2,4,0,3,3,mother,yes,yes,None
Normal,9.7,,Female,57.06,52.84,67.7,No,Strong Support,-1,3.27,4,4,0,1,13,other,yes,yes,NVQ qualified
Mild,12.5,91.5,Male,40.03,31.99,44.2,Yes,Minimal Support,0,5.5,3,3,2,2,5,mother,yes,yes,NVQ qualified
Moderate,8.4,60.4,Male,53.5,54.41,82.6,No,None,1,3.33,2,1,2,1,5,mother,yes,no,Master
Severe,4.9,82.5,Male,84.88,61.59,50.7,No,Minimal Support,0,3.01,4,4,3,2,1,mother,yes,no,Diploma level
Normal,9.4,90,Female,66.38,73.32,81.7,Yes,Minimal Support,0,4.22,2,3,2,3,2,mother,yes,yes,None
Moderate,11.5,22,Female,56.87,56.32,81.1,Yes,None,1,3.44,5,4,2,1,5,mother,yes,no,NVQ qualified
Normal,,92.4,Female,40.39,32.45,68.9,Yes,Strong Support,0,4.33,3,5,1,3,16,mother,yes,no,Diploma level
Mild,8.8,101.1,Female,40.37,43.12,70.3,No,Minimal Support,0,3.18,4,3,1,3,7,mother,yes,yes,High school
Normal,5.3,68.8,Male,64.43,65.11,49.8,Yes,None,1,3.7,3,1,1,2,1,mother,yes,no,None
Severe,15.6,81.9,Male,64.55,65.95,40.7,Yes,Minimal Support,0,3.53,3,3,1,3,7,mother,yes,no,None
Normal,8.5,58.2,Male,54.33,57.19,67.9,Yes,None,0,3.42,4,1,2,2,12,mother,yes,yes,Master
Moderate,17.3,82.3,Female,74.93,79.07,68.3,No,Minimal Support,1,5.33,3,3,1,3,3,father,yes,no,Degree
